icd9_code,short_title,long_title
53270,Chr duodenal ulcer NOS,"Chronic duodenal ulcer without mention of hemorrhage or perforation, without mention of obstruction"
75169,Biliary & liver anom NEC,"Other anomalies of gallbladder, bile ducts, and liver"
37923,Vitreous hemorrhage,Vitreous hemorrhage
1348,Infestation NEC,Other specified infestations
7759,Transient met dis NB NOS,Unspecified endocrine and metabolic disturbances specific to the fetus and newborn
82110,Fx femur NOS-open,Open fracture of unspecified part of femur
80010,Cl skl vlt fx/cerebr lac,"Closed fracture of vault of skull with cerebral laceration and contusion, unspecified state of consciousness"
41020,"AMI inferolateral,unspec","Acute myocardial infarction of inferolateral wall, episode of care unspecified"
53150,Chr stomach ulcer w perf,"Chronic or unspecified gastric ulcer with perforation, without mention of obstruction"
7962,Elev bl pres w/o hypertn,Elevated blood pressure reading without diagnosis of hypertension
80626,T7-t12 fx-cl/com crd les,Closed fracture of T7-T12 level with complete lesion of cord
07033,Hpt B chrn wo cm w dlta,Chronic viral hepatitis B without mention of hepatic coma with hepatitis delta
8712,Rupture eye w tissu loss,Rupture of eye with partial loss of intraocular tissue
82390,Fx tibia NOS-open,Open fracture of unspecified part of tibia alone
1953,Malign neopl pelvis,Malignant neoplasm of pelvis
2931,Subacute delirium,Subacute delirium
7961,Abnormal reflex,Abnormal reflex
72700,Synovitis NOS,"Synovitis and tenosynovitis, unspecified"
8362,Tear meniscus NEC-curren,"Other tear of cartilage or meniscus of knee, current"
71589,Osteoarthrosis-mult site,"Osteoarthrosis involving, or with mention of more than one site, but not specified as generalized, multiple sites"
53170,Chr stomach ulcer NOS,"Chronic gastric ulcer without mention of hemorrhage or perforation, without mention of obstruction"
3101,Personality chg oth dis,Personality change due to conditions classified elsewhere
49301,Ext asthma w status asth,Extrinsic asthma with status asthmaticus
1618,Malignant neo larynx NEC,Malignant neoplasm of other specified sites of larynx
6089,Male genital dis NOS,Unspecified disorder of male genital organs
99645,Periprosthetc osteolysis,Peri-prosthetic osteolysis
V291,NB obsrv suspct neurlgcl,Observation for suspected neurological conditions
82003,Fx base femoral nck-clos,Closed fracture of base of neck of femur
88100,Open wound of forearm,"Open wound of forearm, without mention of complication"
7488,Respiratory anomaly NEC,Other specified anomalies of respiratory system
5071,Oil/essence pneumonitis,Pneumonitis due to inhalation of oils and essences
V1642,Fm hx prostate malig,Family history of malignant neoplasm of prostate
V4576,Acq absence of lung,"Acquired absence of organ, lung"
632,Missed abortion,Missed abortion
6392,Postabort pelvic damage,Damage to pelvic organs and tissues following abortion or ectopic and molar pregnancies
82130,Fx low end femur NOS-opn,"Open fracture of lower end of femur, unspecified part"
90082,Inj mlt head/neck vessel,Injury to multiple blood vessels of head and neck
86354,Sigmoid colon inj-open,"Injury to sigmoid colon, with open wound into cavity"
90254,Injury iliac vein,Injury to iliac vein
88012,Open wound axilla-compl,"Open wound of axillary region, complicated"
45385,Ac embl subclav veins,Acute venous embolism and thrombosis of subclavian veins
71696,Arthropathy NOS-l/leg,"Arthropathy, unspecified, lower leg"
4549,Asympt varicose veins,Asymptomatic varicose veins
72611,Calcif tendinitis shlder,Calcifying tendinitis of shoulder
1889,Malig neo bladder NOS,"Malignant neoplasm of bladder, part unspecified"
1521,Malignant neopl jejunum,Malignant neoplasm of jejunum
27901,Selective iga immunodef,Selective IgA immunodeficiency
81010,Fx clavicle NOS-open,"Open fracture of clavicle, unspecified part"
63590,Legal abort uncompl-unsp,"Legally induced abortion, without mention of complication, unspecified"
63511,Legal abort w hemorr-inc,"Legally induced abortion, complicated by delayed or excessive hemorrhage, incomplete"
E9208,Acc-cutting instrum NEC,Accidents caused by other specified cutting and piercing instruments or objects
9878,Toxic eff gas/vapor NEC,"Toxic effect of other specified gases, fumes, or vapors"
5060,Fum/vapor bronc/pneumon,Bronchitis and pneumonitis due to fumes and vapors
E8698,Acc poison-gas/vapor NEC,Accidental poisoning by other specified gases and vapors
6988,Pruritic conditions NEC,Other specified pruritic conditions
73722,Oth postsurgery lordosis,Other postsurgical lordosis
72930,"Panniculitis, unsp site","Panniculitis, unspecified site"
28804,Neutropenia d/t infectn,Neutropenia due to infection
2397,Endocrine/nerv neo NOS,Neoplasm of unspecified nature of endocrine glands and other parts of nervous system
2329,Ca in situ skin NOS,"Carcinoma in situ of skin, site unspecified"
V169,Family hx-malignancy NOS,Family history of unspecified malignant neoplasm
34571,Epil par cont w intr epi,"Epilepsia partialis continua, with intractable epilepsy"
2812,Folate-deficiency anemia,Folate-deficiency anemia
42290,Acute myocarditis NOS,"Acute myocarditis, unspecified"
72781,Contracture of tendon,Contracture of tendon (sheath)
8831,Open wound finger-compl,"Open wound of finger(s), complicated"
82381,Fx fibula NOS-closed,Closed fracture of unspecified part of fibula alone
92320,Contusion of hand(s),Contusion of hand(s)
9142,Blister hand,"Blister of hand(s) except finger(s) alone, without mention of infection"
5439,Diseases of appendix NEC,Other and unspecified diseases of appendix
1580,Mal neo retroperitoneum,Malignant neoplasm of retroperitoneum
5800,Ac proliferat nephritis,Acute glomerulonephritis with lesion of proliferative glomerulonephritis
1419,Malig neo tongue NOS,"Malignant neoplasm of tongue, unspecified"
7538,Cystourethral anom NEC,Other specified anomalies of bladder and urethra
42760,Premature beats NOS,"Premature beats, unspecified"
77182,NB urinary tract infectn,Urinary tract infection of newborn
8713,Avulsion of eye,Avulsion of eye
E8228,Oth coll mov obj-per NEC,Other motor vehicle nontraffic accident involving collision with moving object injuring other specified person
075,Infectious mononucleosis,Infectious mononucleosis
99666,React-inter joint prost,Infection and inflammatory reaction due to internal joint prosthesis
2832,Hemolytic hemoglobinuria,Hemoglobinuria due to hemolysis from external causes
42610,Atriovent block NOS,"Atrioventricular block, unspecified"
4474,Celiac art compress syn,Celiac artery compression syndrome
73016,Chr osteomyelit-l/leg,"Chronic osteomyelitis, lower leg"
7422,"Reduction deform, brain",Congenital reduction deformities of brain
74343,Cong corneal opacit NEC,"Other corneal opacities, congenital"
1911,Malig neo frontal lobe,Malignant neoplasm of frontal lobe
8246,Fx trimalleolar-closed,"Trimalleolar fracture, closed"
80106,Cl skul base fx-coma NOS,"Closed fracture of base of skull without mention of intra cranial injury, with loss of consciousness of unspecified duration"
88003,Open wound of upper arm,"Open wound of upper arm, without mention of complication"
9894,Toxic eff pesticides NEC,"Toxic effect of other pesticides, not elsewhere classified"
E9506,Poison-agricult agent,Suicide and self-inflicted poisoning by agricultural and horticultural chemical and pharmaceutical preparations other than plant foods and fertilizers
38630,Labyrinthitis NOS,"Labyrinthitis, unspecified"
56401,Slow transt constipation,Slow transit constipation
7539,Urinary anomaly NOS,Unspecified anomaly of urinary system
80022,Cl skull vlt fx-brf coma,"Closed fracture of vault of skull with subarachnoid, subdural, and extradural hemorrhage, with brief [less than one hour] loss of consciousness"
53241,Chr duoden ulc hem-obstr,"Chronic or unspecified duodenal ulcer with hemorrhage, with obstruction"
9172,Blister foot & toe,"Blister of foot and toe(s), without mention of infection"
5566,Univrsl ulcertve colitis,Universal ulcerative (chronic) colitis
V4361,Joint replaced shoulder,Shoulder joint replacement
28652,Acquired hemophilia,Acquired hemophilia
51189,Effusion NEC exc tb,"Other specified forms of effusion, except tuberculous"
58189,Nephrotic syndrome NEC,Nephrotic syndrome with other specified pathological lesion in kidney
78799,Digestve syst symptm NEC,Other symptoms involving digestive system
6945,Pemphigoid,Pemphigoid
6271,Postmenopausal bleeding,Postmenopausal bleeding
20283,Lymphomas NEC abdom,"Other malignant lymphomas, intra-abdominal lymph nodes"
3576,Neuropathy due to drugs,Polyneuropathy due to drugs
7723,Post-birth umbil hemorr,Umbilical hemorrhage after birth
7631,Malpos/dispro NEC aff NB,"Other malpresentation, malposition, and disproportion during labor and delivery affecting fetus or newborn"
6181,Uterine prolapse,Uterine prolapse without mention of vaginal wall prolapse
74687,Malposition of heart,Malposition of heart and cardiac apex
4556,Hemorrhoids NOS,Unspecified hemorrhoids without mention of complication
86611,Kidney hematoma-open,"Injury to kidney with open wound into cavity, hematoma without rupture of capsule"
7785,Edema of newborn NEC/NOS,Other and unspecified edema of newborn
V198,Family hx-condition NEC,Family history of other condition
1990,Malig neo disseminated,Disseminated malignant neoplasm without specification of site
30751,Bulimia nervosa,Bulimia nervosa
72705,Tenosynov hand/wrist NEC,Other tenosynovitis of hand and wrist
60010,Nod prostate w/o ur obst,Nodular prostate without urinary obstruction
37800,Esotropia NOS,"Esotropia, unspecified"
34200,Flccd hmiplga unspf side,Flaccid hemiplegia and hemiparesis affecting unspecified side
72273,Lumb disc dis w myelopat,"Intervertebral disc disorder with myelopathy, lumbar region"
41512,Septic pulmonary embolsm,Septic pulmonary embolism
2122,Benign neo trachea,Benign neoplasm of trachea
2123,Benign neo bronchus/lung,Benign neoplasm of bronchus and lung
99678,Comp-oth int ortho devic,"Other complications due to other internal orthopedic device, implant, and graft"
7131,Arthrop w noninf GI dis,Arthropathy associated with gastrointestinal conditions other than infections
E8761,Wrong fluid in infusion,Wrong fluid in infusion
76491,Fet growth retard <500g,"Fetal growth retardation, unspecified, less than 500 grams"
2822,Glutathione dis anemia,Anemias due to disorders of glutathione metabolism
7541,Congenital torticollis,Congenital musculoskeletal deformities of sternocleidomastoid muscle
2141,Lipoma skin NEC,Lipoma of other skin and subcutaneous tissue
71699,Arthropathy NOS-mult,"Arthropathy, unspecified, multiple sites"
V4561,Cataract extract status,Cataract extraction status
75026,Mouth anomaly NEC,Other specified anomalies of mouth
48284,Legionnaires' disease,Pneumonia due to Legionnaires' disease
4420,Upper extremity aneurysm,Aneurysm of artery of upper extremity
34500,Gen noncv ep w/o intr ep,"Generalized nonconvulsive epilepsy, without mention of intractable epilepsy"
23771,Neurofibromatosis type I,"Neurofibromatosis, type 1 [von recklinghausen's disease]"
72690,"Enthesopathy, site NOS",Enthesopathy of unspecified site
8170,Multiple fx hand-closed,Multiple closed fractures of hand bones
8502,Concussion-moderate coma,Concussion with moderate loss of consciousness
78869,Oth abnormalt urination,Other abnormality of urination
4539,Venous thrombosis NOS,Other venous embolism and thrombosis of unspecified site
43391,Ocl art NOS w infrct,Occlusion and stenosis of unspecified precerebral artery with cerebral infarction
9031,Injury brachial vessels,Injury to brachial blood vessels
2396,Brain neoplasm NOS,Neoplasm of unspecified nature of brain
92303,Contusion of upper arm,Contusion of upper arm
E9687,Human bite - assault,Assault by human bite
7780,Hydrops fetalis no isoim,Hydrops fetalis not due to isoimmunization
E9589,Injury-NOS,Suicide and self-inflicted injury by unspecified means
20401,Act lym leuk w rmsion,"Acute lymphoid leukemia, in remission"
71109,Pyogen arthritis-mult,"Pyogenic arthritis, multiple sites"
41181,Acute cor occlsn w/o MI,Acute coronary occlusion without myocardial infarction
E9303,Adv eff erythromycin,Erythromycin and other macrolides causing adverse effects in therapeutic use
90220,Inj celiac/mesen art NOS,"Injury to celiac and mesenteric arteries, unspecified"
V6405,No vaccin-caregiv refuse,Vaccination not carried out because of caregiver refusal
75671,Prune belly syndrome,Prune belly syndrome
E9888,Undetermin circumst NEC,"Injury by other specified means, undetermined whether accidentally or purposely inflicted"
37556,Acq nasolacrml stenosis,"Stenosis of nasolacrimal duct, acquired"
46430,Ac epiglottitis no obstr,Acute epiglottitis without mention of obstruction
70901,Vitiligo,Vitiligo
V626,Refusal of treatment,Refusal of treatment for reasons of religion or conscience
2442,Iodine hypothyroidism,Iodine hypothyroidism
81412,"Fx lunate, wrist-open",Open fracture of lunate [semilunar] bone of wrist
81519,Mult fx metacarpus-open,Open fracture of multiple sites of metacarpus
8442,Sprain cruciate lig knee,Sprain of cruciate ligament of knee
8361,Tear lat menisc knee-cur,"Tear of lateral cartilage or meniscus of knee, current"
V292,Obsrv NB suspc resp cond,Observation and evaluation of newborn for suspected respiratory condition
V5849,Postop oth specfd aftrcr,Other specified aftercare following surgery
81501,Fx 1st metacarp base-cl,Closed fracture of base of thumb [first] metacarpal
81405,Fx trapezium bone-closed,Closed fracture of trapezium bone [larger multangular] of wrist
81406,Fx trapezoid bone-closed,Closed fracture of trapezoid bone [smaller multangular] of wrist
81407,Fx capitate bone-closed,Closed fracture of capitate bone [os magnum] of wrist
V1252,Hx-thrombophlebitis,Personal history of thrombophlebitis
28489,Aplastic anemias NEC,Other specified aplastic anemias
6190,"Urin-genital fistul, fem","Urinary-genital tract fistula, female"
5966,"Bladder rupt, nontraum","Rupture of bladder, nontraumatic"
3419,Cns demyelination NOS,"Demyelinating disease of central nervous system, unspecified"
1610,Malignant neo glottis,Malignant neoplasm of glottis
29421,Demen NOS w behav distrb,"Dementia, unspecified, with behavioral disturbance"
7613,Polyhydramnios aff NB,Polyhydramnios affecting fetus or newborn
53400,Ac marginal ulcer w hem,"Acute gastrojejunal ulcer with hemorrhage, without mention of obstruction"
4219,Ac/subac endocardit NOS,"Acute endocarditis, unspecified"
75321,Congen obst urtroplv jnc,Congenital obstruction of ureteropelvic junction
38861,Cerebrosp fluid otorrhea,Cerebrospinal fluid otorrhea
2251,Benign neo cranial nerve,Benign neoplasm of cranial nerves
7686,Mild/mod birth asphyxia,Mild or moderate birth asphyxia
1568,Malig neo biliary NEC,Malignant neoplasm of other specified sites of gallbladder and extrahepatic bile ducts
80324,Cl skl fx NEC-proln coma,"Other closed skull fracture with subarachnoid, subdural, and extradural hemorrhage, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level"
92231,Back contusion,Contusion of back
34551,Part epil w intr epil,"Localization-related (focal) (partial) epilepsy and epileptic syndromes with simple partial seizures, with intractable epilepsy"
3591,Hered prog musc dystrphy,Hereditary progressive muscular dystrophy
24291,Thyrotox NOS w crisis,"Thyrotoxicosis without mention of goiter or other cause, with mention of thyrotoxic crisis or storm"
3200,Hemophilus meningitis,Hemophilus meningitis
E8212,Oth off-road mv-mocycl,Nontraffic accident involving other off-road motor vehicle injuring motorcyclist
04101,Streptococcus group a,"Streptococcus infection in conditions classified elsewhere and of unspecified site, streptococcus, group A"
V1509,Hx-allergy NEC,"Other allergy, other than to medicinal agents"
70409,Alopecia NEC,Other alopecia
88013,Open wnd upper arm-compl,"Open wound of upper arm, complicated"
E8503,Acc poison-salicylates,Accidental poisoning by salicylates
20800,Ac leu un cl wo ach rmsn,"Acute leukemia of unspecified cell type, without mention of having achieved remission"
80609,C5-c7 fx-cl/cord inj NEC,Closed fracture of C5-C7 level with other specified spinal cord injury
80624,T1-t6 fx-cl/cord inj NEC,Closed fracture of T1-T6 level with other specified spinal cord injury
81400,Fx carpal bone NOS-close,"Closed fracture of carpal bone, unspecified"
1504,Mal neo middle 3rd esoph,Malignant neoplasm of middle third of esophagus
30022,Agoraphobia w/o panic,Agoraphobia without mention of panic attacks
30580,Antidepress abuse-unspec,"Antidepressant type abuse, unspecified"
7981,Instantaneous death,Instantaneous death
47811,Nasal mucositis (ulcer),Nasal mucositis (ulcerative)
5989,Urethral stricture NOS,"Urethral stricture, unspecified"
7818,Neurologic neglect syndr,Neurologic neglect syndrome
43813,Late eff CV-dysarthria,"Late effects of cerebrovascular disease, dysarthria"
71680,Arthropathy NEC-unspec,"Other specified arthropathy, site unspecified"
7881,Dysuria,Dysuria
72673,Calcaneal spur,Calcaneal spur
V463,Wheelchair dependence,Wheelchair dependence
64121,Prem separ placen-deliv,"Premature separation of placenta, delivered, with or without mention of antepartum condition"
66932,Ac kidney fail-del w p/p,"Acute kidney failure following labor and delivery, delivered, with mention of postpartum complication"
65971,Abn ftl hrt rate/rhy-del,"Abnormality in fetal heart rate or rhythm, delivered, with or without mention of antepartum condition"
64292,Hypertens NOS-del w p/p,"Unspecified hypertension complicating pregnancy, childbirth, or the puerperium, delivered, with mention of postpartum complication"
65441,Abn uterus NEC-delivered,"Other abnormalities in shape or position of gravid uterus and of neighboring structures, delivered, with or without mention of antepartum condition"
64682,Preg compl NEC-del w p/p,"Other specified complications of pregnancy, delivered, with mention of postpartum complication"
V5862,Long-term use antibiotic,Long-term (current) use of antibiotics
29041,Vasc dementia w delirium,"Vascular dementia, with delirium"
7485,Agenesis of lung,"Agenesis, hypoplasia, and dysplasia of lung"
86403,"Liver laceration, mod","Injury to liver without mention of open wound into cavity, laceration, moderate"
64893,Oth curr cond-antepartum,"Other current conditions classifiable elsewhere of mother, antepartum condition or complication"
65451,Cervical incompet-deliv,"Cervical incompetence, delivered, with or without mention of antepartum condition"
66602,Thrd-stage hem-del w p/p,"Third-stage postpartum hemorrhage, delivered, with mention of postpartum complication"
66941,Oth ob compl-delivered,"Other complications of obstetrical surgery and procedures, delivered, with or without mention of antepartum condition"
78059,Sleep disturbances NEC,Other sleep disturbances
72271,Cerv disc dis w myelopat,"Intervertebral disc disorder with myelopathy, cervical region"
7018,Skin hypertro/atroph NEC,Other specified hypertrophic and atrophic conditions of skin
53110,Ac stomach ulcer w perf,"Acute gastric ulcer with perforation, without mention of obstruction"
75616,Klippel-feil syndrome,Klippel-Feil syndrome
9691,Pois-phenothiazine tranq,Poisoning by phenothiazine-based tranquilizers
00581,Food poisn d/t v. vulnif,Food poisoning due to Vibrio vulnificus
2827,Hemoglobinopathies NEC,Other hemoglobinopathies
7912,Hemoglobinuria,Hemoglobinuria
52400,Unspcf anomaly jaw size,"Major anomalies of jaw size, unspecified anomaly"
8440,Sprain lateral coll lig,Sprain of lateral collateral ligament of knee
2337,Ca in situ bladder,Carcinoma in situ of bladder
7217,Traumatic spondylopathy,Traumatic spondylopathy
E8880,Fall striking sharp obj,Fall resulting in striking against sharp object
E9209,Acc-cutting instrum NOS,Accidents caused by unspecified cutting and piercing instrument or object
1300,Toxoplasm meningoenceph,Meningoencephalitis due to toxoplasmosis
0319,Mycobacterial dis NOS,Unspecified diseases due to mycobacteria
81241,Suprcondyl fx humerus-cl,Closed supracondylar fracture of humerus
47412,Hypertrophy adenoids,Hypertrophy of adenoids alone
2776,Defic circul enzyme NEC,Other deficiencies of circulating enzymes
6143,Acute parametritis,Acute parametritis and pelvic cellulitis
5362,Persistent vomiting,Persistent vomiting
78199,Nerve/musculskel sym NEC,Other symptoms involving nervous and musculoskeletal systems
8221,Fracture patella-open,Open fracture of patella
85225,Subdural hem-deep coma,"Subdural hemorrhage following injury without mention of open intracranial wound, with prolonged [more than 24 hours] loss of consciousness without return to pre-existing conscious level"
2391,Respiratory neoplasm NOS,Neoplasm of unspecified nature of respiratory system
5831,Membranous nephritis NOS,"Nephritis and nephropathy, not specified as acute or chronic, with lesion of membranous glomerulonephritis"
34210,Spstc hmiplga unspf side,Spastic hemiplegia and hemiparesis affecting unspecified side
47834,Vocal paral bilat total,"Bilateral paralysis of vocal cords or larynx, complete"
6040,Orchitis with abscess,"Orchitis, epididymitis, and epididymo-orchitis, with abscess"
6952,Erythema nodosum,Erythema nodosum
76499,Fet growth ret 2500+g,"Fetal growth retardation, unspecified, 2,500 grams and over"
V7651,Screen malig neop-colon,Special screening for malignant neoplasms of colon
7149,Inflamm polyarthrop NOS,Unspecified inflammatory polyarthropathy
60090,BPH NOS w/o ur obs/LUTS,"Hyperplasia of prostate, unspecified, without urinary obstruction and other lower urinary symptoms (LUTS)"
86601,Kidney hematoma-closed,"Injury to kidney without mention of open wound into cavity, hematoma without rupture of capsule"
38589,Dis mid ear/mastoid NEC,Other disorders of middle ear and mastoid
80035,Cl skul vlt fx-deep coma,"Closed fracture of vault of skull with other and unspecified intracranial hemorrhage, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level"
95215,T7-t12 spin cord inj NOS,T7-T12 level with unspecified spinal cord injury
E8282,Ridden animal acc-rider,Accident involving animal being ridden injuring rider of animal
34981,Cerebrospinal rhinorrhea,Cerebrospinal fluid rhinorrhea
V188,Fm hx-infect/parasit dis,Family history of infectious and parasitic diseases
20005,Reticulosarcoma inguin,"Reticulosarcoma, lymph nodes of inguinal region and lower limb"
2537,Iatrogenic pituitary dis,Iatrogenic pituitary disorders
34541,Psymotr epil w intr epil,"Localization-related (focal) (partial) epilepsy and epileptic syndromes with complex partial seizures, with intractable epilepsy"
V1241,Hx benign neoplasm brain,Personal history of benign neoplasm of the brain
78340,Lack norm physio dev NOS,"Lack of normal physiological development, unspecified"
78891,Fnctnl urinary incontnce,Functional urinary incontinence
2301,Ca in situ esophagus,Carcinoma in situ of esophagus
E8171,Mv acc board/alight-psgr,Noncollision motor vehicle traffic accident while boarding or alighting injuring passenger in motor vehicle other than motorcycle
7012,Acq acanthosis nigricans,Acquired acanthosis nigricans
7964,Abn clinical finding NEC,Other abnormal clinical findings
87321,Open wound nasal septum,"Open wound of nasal septum, without mention of complication"
07889,Oth spec dis viruses,Other specified diseases due to viruses
47879,Disease of larynx NEC,"Other diseases of larynx, not elsewhere classified"
47819,Nasal & sinus dis NEC,Other disease of nasal cavity and sinuses
05410,Genital herpes NOS,"Genital herpes, unspecified"
99563,Anphylct react frts veg,Anaphylactic reaction due to fruits and vegetables
3562,Hered sensory neuropathy,Hereditary sensory neuropathy
74741,Tot anom pulm ven connec,Total anomalous pulmonary venous connection
2710,Glycogenosis,Glycogenosis
V1242,Personl hx infection CNS,Personal history of infections of the central nervous system
V741,Screening-pulmonary TB,Screening examination for pulmonary tuberculosis
60889,Male genital dis NEC,Other specified disorders of male genital organs
40401,Mal hyp ht/kd I-IV w hf,"Hypertensive heart and chronic kidney disease, malignant, with heart failure and with chronic kidney disease stage I through stage IV, or unspecified"
29632,Recurr depr psychos-mod,"Major depressive affective disorder, recurrent episode, moderate"
V1649,Fm hx genital malig NEC,Family history of malignant neoplasm of other genital organs
390,Rheum fev w/o hrt involv,Rheumatic fever without mention of heart involvement
V024,Diphtheria carrier,Carrier or suspected carrier of diphtheria
2164,Ben neo scalp/skin neck,Benign neoplasm of scalp and skin of neck
2180,Submucous leiomyoma,Submucous leiomyoma of uterus
47821,Cellulitis of pharynx,Cellulitis of pharynx or nasopharynx
E9293,Late eff accidental fall,Late effects of accidental fall
43884,Ataxia,"Other late effects of cerebrovascular disease, ataxia"
7628,Abn amnion NEC aff NB,Other specified abnormalities of chorion and amnion affecting fetus or newborn
75550,Upper limb anomaly NOS,Unspecified anomaly of upper limb
75560,Lower limb anomaly NOS,Unspecified anomaly of lower limb
7611,Premat rupt memb aff NB,Premature rupture of membranes affecting fetus or newborn
2589,Polyglandul dysfunc NOS,"Polyglandular dysfunction, unspecified"
75433,"Cong hip sublux, bilat","Congenital subluxation of hip, bilateral"
95214,T1-t6 spin cord inj NEC,T1-T6 level with other specified spinal cord injury
33372,Acute dystonia d/t drugs,Acute dystonia due to drugs
4808,Viral pneumonia NEC,Pneumonia due to other virus not elsewhere classified
1464,Mal neo ant epiglottis,Malignant neoplasm of anterior aspect of epiglottis
27411,Uric acid nephrolithias,Uric acid nephrolithiasis
V560,Renal dialysis encounter,Encounter for extracorporeal dialysis
1941,Malig neo parathyroid,Malignant neoplasm of parathyroid gland
E8854,Fall from snowboard,Fall from snowboard
64663,Gu infection-antepartum,"Infections of genitourinary tract in pregnancy, antepartum condition or complication"
65613,Rh isoimmunizat-antepart,"Rhesus isoimmunization, antepartum condition or complication"
4748,Chr T & A dis NEC,Other chronic disease of tonsils and adenoids
1400,Mal neo upper vermilion,"Malignant neoplasm of upper lip, vermilion border"
25021,DMI hprsm nt st uncntrld,"Diabetes with hyperosmolarity, type I [juvenile type], not stated as uncontrolled"
V5412,Aftrcre traum fx low arm,Aftercare for healing traumatic fracture of lower arm
5538,Hernia NEC,Hernia of other specified sites without mention of obstruction or gangrene
7428,Nervous system anom NEC,Other specified congenital anomalies of nervous system
7930,Nonsp abn fd-skull/head,Nonspecific (abnormal) findings on radiological and other examination of skull and head
71903,Joint effusion-forearm,"Effusion of joint, forearm"
V023,GI pathogen carrier NEC,Carrier or suspected carrier of other gastrointestinal pathogens
8739,Open wnd head NEC-compl,"Other and unspecified open wound of head, complicated"
8850,Amputation thumb,"Traumatic amputation of thumb (complete)(partial), without mention of complication"
E9201,Acc-power hand tool NEC,Accidents caused by other powered hand tools
9529,Spinal cord injury NOS,Unspecified site of spinal cord injury without evidence of spinal bone injury
20310,Pls cl leu w/o achv rmsn,"Plasma cell leukemia, without mention of having achieved remission"
59659,Oth func dsdr bladder,Other functional disorder of bladder
7633,Vacuum extrac del aff NB,Delivery by vacuum extractor affecting fetus or newborn
30502,Alcohol abuse-episodic,"Alcohol abuse, episodic"
5804,Ac rapidly progr nephrit,Acute glomerulonephritis with lesion of rapidly progressive glomerulonephritis
76508,Extreme immat 2000-2499g,"Extreme immaturity, 2,000-2,499 grams"
7792,Cns dysfunction syn NB,"Cerebral depression, coma, and other abnormal cerebral signs in fetus or newborn"
E9554,Injury-firearm NEC,Suicide and self-inflicted injury by other and unspecified firearm
82020,Trochanteric fx NOS-clos,Closed fracture of trochanteric section of neck of femur
78066,Feb nonhemo transf react,Febrile nonhemolytic transfusion reaction
E9306,Adv eff antmycob antbiot,Antimycobacterial antibiotics causing adverse effects in therapeutic use
V5309,Adj nerv syst device NEC,Fitting and adjustment of other devices related to nervous system and special senses
75481,Pectus excavatum,Pectus excavatum
9762,Pois-loc astring/deterg,Poisoning by local astringents and local detergents
E8611,Acc poison-soap products,Accidental poisoning by soap products
67403,Cerebrovasc dis-antepart,"Cerebrovascular disorders in the puerperium, antepartum condition or complication"
56202,Dvrtclo sml int w hmrhg,Diverticulosis of small intestine with hemorrhage
55200,Unil femoral hern w obst,"Femoral hernia with obstruction, unilateral or unspecified (not specified as recurrent)"
6203,Acq atrophy ovary & tube,Acquired atrophy of ovary and fallopian tube
64844,Mental disorder-postpart,"Mental disorders of mother, postpartum condition or complication"
82131,Fx femoral condyle-open,"Open fracture of condyle, femoral"
74362,Congenital eyelid deform,Congenital deformities of eyelids
7038,Diseases of nail NEC,Other specified diseases of nail
V1088,Hx-endocrine malign NEC,Personal history of malignant neoplasm of other endocrine glands and related structures
3442,Diplegia of upper limbs,Diplegia of upper limbs
9222,Contusion abdominal wall,Contusion of abdominal wall
9947,Asphyxiation/strangulat,Asphyxiation and strangulation
7564,Chondrodystrophy,Chondrodystrophy
87201,Open wound of auricle,"Open wound of auricle, ear, without mention of complication"
V140,Hx-penicillin allergy,Personal history of allergy to penicillin
2818,Nutritional anemia NEC,Anemia associated with other specified nutritional deficiency
29520,Catatonia-unspec,"Catatonic type schizophrenia, unspecified"
79415,Abn auditory funct study,Nonspecific abnormal auditory function studies
57142,Autoimmune hepatitis,Autoimmune hepatitis
E8845,Fall from furniture NEC,Accidental fall from other furniture
1759,Mal neo male breast NEC,Malignant neoplasm of other and unspecified sites of male breast
34404,"Quadrplg c5-c7, incomplt","Quadriplegia, C5-C7, incomplete"
85141,Cerebell contus w/o coma,"Cerebellar or brain stem contusion without mention of open intracranial wound, with no loss of consciousness"
75566,Anomalies of toes NEC,Other anomalies of toes
2638,Protein-cal malnutr NEC,Other protein-calorie malnutrition
4259,Second cardiomyopath NOS,"Secondary cardiomyopathy, unspecified"
4289,Heart failure NOS,"Heart failure, unspecified"
01880,Miliary TB NEC-unspec,"Other specified miliary tuberculosis, unspecified"
13102,Trichomonal urethritis,Trichomonal urethritis
V1062,Hx of myeloid leukemia,Personal history of myeloid leukemia
20285,Lymphomas NEC inguin,"Other malignant lymphomas, lymph nodes of inguinal region and lower limb"
7602,Maternal infec aff NB,Maternal infections affecting fetus or newborn
V192,Family hx-deafness,Family history of deafness or hearing loss
63451,Spon abort w shock-inc,"Spontaneous abortion, complicated by shock, incomplete"
67451,Peripartum cardiomy-del,"Peripartum cardiomyopathy, delivered, with or without mention of antepartum condition"
72669,Enthesopathy of knee NEC,Other enthesopathy of knee
1720,Malig melanoma lip,Malignant melanoma of skin of lip
75689,Soft tissue anomaly NEC,"Other specified anomalies of muscle, tendon, fascia, and connective tissue"
75313,Polycyst kid-autosom dom,"Polycystic kidney, autosomal dominant"
34409,Other quadriplegia,Other quadriplegia
